    Send    	    送信    
Request headers	リクエストヘッダ
Request in browser	ブラウザでリクエスト
Request item again	アイテムを再リクエスト
Request items again	アイテムを再リクエスト
Request map 1 again in a different session context (configured in Options / Sessions)	マップ1を異なるセッションコンテキスト(オプション/セッションで設定)で再度リクエストする
Request param name	リクエストパラメータ名
Request param value	リクエストパラメータ値
Request robots.txt	robots.txtをリクエスト
Request site map	サイトマップをリクエスト
Request the root of all directories	すべてのディレクトリのルートにリクエストする
Request to ([a-z].*)	$1 へのリクエスト
Request to Collaborator	Collaboratorへのリクエスト
Request to:	リクエスト先:
Request views	リクエストビュー
Requesting robots.txt. ([0-9]+)h ([0-9]+)m maximum time remaining.	robots.txtをリクエスト中。残り最大$1時間$2分。
Requesting robots.txt. ([0-9]+)m maximum time remaining.	robots.txtをリクエスト中。残り最大$1分。
Requesting seed URLs. ([0-9]+)h ([0-9]+)m maximum time remaining.	開始URLにリクエスト中。残り最大$1時間$2分。
Requesting seed URLs. ([0-9]+)h maximum time remaining.	開始URLにリクエスト中。残り最大$1時間。
Requesting seed URLs. ([0-9]+)m ([0-9]+)s maximum time remaining.	開始URLにリクエスト中。残り最大$1分$2秒
Requesting seed URLs. ([0-9]+)m maximum time remaining.	開始URLにリクエスト中。残り最大$1分。
Requesting seed URLs. ([0-9]+)s maximum time remaining.	開始URLにリクエスト中。残り最大$1秒
Requests	リクエスト
Requests handled	処理したリクエスト
Requests made:	生成されたリクエスト:
Requests queued:	キューに入っているリクエスト:
Requests:	リクエスト:
Requires Burp Suite Professional	Burp Suite Professionalが必要です
Resource	リソース
Resource Pool	リソースプール
Resource pool	リソースプール
Resource pools	リソースプール
Response	レスポンス
Response ([0-9]+)	レスポンス$1
Response Comparison	レスポンス比較
Response Headers	レスポンスヘッダ
Response Headers \(([0-9]+)\)	レスポンスヘッダ($1)
Response Modification	レスポンス変更
Response body	レスポンスボディ
Response completed	完了レスポンス数
Response diffing	レスポンス差分
Response from ([a-z].*)	$1 からのレスポンス
Response from Collaborator	Collaboratorからのレスポンス
Response header	レスポンスヘッダ
Response headers	レスポンスヘッダ
Response received	受信レスポンス数
Response to this request	このリクエストのレスポンス
Response views	レスポンスビュー
Responses	レスポンス
Responses processed:	処理されたレスポンス:
Responses queued for analysis:	分析用にキューされたレスポンス:
Responses queued:	キューに入っているレスポンス:
Restart	再起動
Restart Burp	Burpを再起動
Restore completed	リストア完了
Restore defaults	デフォルトに戻す
Restore global defaults	グローバルデフォルトに戻す
Restore legacy state file	古いステートファイル復元
Restore original value	オリジナルに戻す
Restore setting from when Burp was last closed	前回終了時の状態を復元
Restore state	ステート復元
Restore state wizard	ステート復元ウィザード
Restoring site map - please wait...	サイトマップを復元中 - しばらくお待ちください...
Restoring: ([0-9]+)% complete	リストア中: $1%完了
Restrict to requests containing these parameters:	これらのパラメータを含むリクエストに制限する:
Results	結果
Results Tab	結果タブ
Results table	結果テーブル
Resume	再開
Resume active scanning	アクティブスキャンを再開
Resume scanner	スキャン再開
Resume spidering	自動巡回再開
Resume task execution engine	タスク実行エンジンを再開する
Resume task processing	タスク処理の再開
Retest macro	マクロを再テスト
Retrying failed requests. Estimating time remaining...	失敗したリクエストの再試行. 残り時間見積中...
Retrying failed requests: Authenticated crawl (random). ([0-9]+)h ([0-9]+)m estimated time remaining	失敗したリクエストの再試行: 認証状態のクロール(ランダム)。残り約$1時間$2分
Retrying failed requests: Authenticated crawl (random). ([0-9]+)h estimated time remaining	失敗したリクエストの再試行: 認証状態のクロール(ランダム)。残り約$1時間
Retrying failed requests: Authenticated crawl (random). ([0-9]+)m ([0-9]+)s estimated time remaining	失敗したリクエストの再試行: 認証状態のクロール(ランダム)。残り約$1分$2秒
Retrying failed requests: Authenticated crawl (random). ([0-9]+)m estimated time remaining	失敗したリクエストの再試行: 認証状態のクロール(ランダム)。残り約$1分
Retrying failed requests: Authenticated crawl (random). ([0-9]+)s estimated time remaining	失敗したリクエストの再試行: 認証状態のクロール(ランダム)。残り約$1秒
Retrying failed requests: Authenticated crawl (random). Estimating time remaining...	失敗したリクエストの再試行: 認証状態のクロール(ランダム)。残り時間見積中...
Retrying failed requests: Requesting robots.txt. ([0-9]+)h ([0-9]+)m maximum time remaining.	失敗したリクエストを再試行: robots.txtをリクエスト中。残り最大$1時間$2分。
Retrying failed requests: Requesting robots.txt. ([0-9]+)m maximum time remaining.	失敗したリクエストを再試行: robots.txtをリクエスト中。残り最大$1分。
Retrying failed requests: Requesting seed URLs. ([0-9]+)h ([0-9]+)m maximum time remaining.	失敗したリクエストを再試行: 開始URLにリクエスト中。残り最大$1時間$2分。
Retrying failed requests: Requesting seed URLs. ([0-9]+)m maximum time remaining.	失敗したリクエストを再試行: 開始URLにリクエスト中。残り最大$1分。
Retrying failed requests: Unauthenticated crawl. ([0-9]+)h ([0-9]+)m maximum time remaining.	失敗したリクエストの再試行: 未認証状態のクロール。残り最大$1時間$2分。
Retrying failed requests: Unauthenticated crawl. ([0-9]+)m estimated time remaining.	失敗したリクエストの再試行: 未認証状態のクロール。残り約$1分。
Reverse substring	部分文字列の反転
Revert	元に戻す
Revert changes	変更を元に戻す
Revert to the original list of items	元のアイテムリストに戻す
Review the items you have selected for scanning. Double-click items to view full details. You can remove individual items which you do not wish to scan, or go back to modify your general filters.	スキャン用に選択したアイテムを確認してください。詳細を表示するにはアイテムをダブルクリックしてください。スキャンしたくない個々のアイテムを除外するか、戻って一般的なフィルタを変更できます。
Right	右
Robots.txt file(\s+\[[0-9]+\])?	robots.txt ファイル$1
Ruby Environment	Ruby環境
Ruby code injection(\s+\[[0-9]+\])?	Rubyコードインジェクション$1
Rule	ルール
Rule ([0-9]+)	ルール$1
Rule Actions	ルールアクション
Rule Description	ルール詳細
Run Burp's browser without a sandbox	Burpブラウザをサンドボックスなしで実行する
Run a macro	マクロを実行する
Run a post-request macro	リクエスト後マクロを実行する
Run health check ...	ヘルスチェック実行 ...
Run macro:	マクロを実行:
Run the macro again	マクロを再実行する
Run the macro to test the handling of parameters	パラメータ処理のテストにマクロを実行する
Running	起動中
Running \(([,0-9]+) active threads?\)	実行中 (アクティブなスレッド数 $1)
Running \(([0-9]+) active threads?, ([0-9]+) queued requests?\)	実行中 (アクティブスレッド$1個、キューされたリクエスト$2個)
Running \(([0-9]+) requests? in progress, ([0-9]+) requests? queued\)	実行中 (進行中のリクエスト$1個、キューされたリクエスト$2個)
Running tasks	実行中のタスク
Runtime file	実行時ファイル
SELECTED CHARACTER	選択した文字
SELECTED TEXT	選択されたテキスト
SMTP Conversation	SMTP通信
SMTP header injection(\s+\[[0-9]+\])?	SMTPヘッダインジェクション$1
SOCKS Proxy	SOCKSプロキシ
SOCKS proxy	SOCKSプロキシ
SOCKS proxy host:	SOCKSプロキシホスト:
SOCKS proxy port:	SOCKSプロキシポート:
SQL Server specific	SQL Server固有
SQL injection \(second order\)(\s+\[[0-9]+\])?	SQLインジェクション(セカンドオーダー)$1
SQL injection(\s+\[[0-9]+\])?	SQLインジェクション$1
SQL statement in request parameter(\s+\[[0-9]+\])?	リクエストパラメータ内のSQL文$1
SSI injection	SSIインジェクション
SSL Ciphers	SSL暗号
SSL Negotiation	SSLネゴシエーション
SSL Negotiation Workarounds	SSLネゴシエーションの回避策
SSL Pass Through	SSLパススルー
SSL Protocol	SSLプロトコル
SSL Protocols	SSLプロトコル
SSL certificate(\s+\[[0-9]+\])?	SSL証明書$1
SSL cookie without secure flag set(\s+\[[0-9]+\])?	secureフラグがセットされていないSSL cookie$1
SSRF targets	SSRFターゲット
Safe Mode	セーフモード
Sample	サンプル
Sample size: ([0-9]+).	サンプルサイズ: $1 
Save	保存
Save Burp Collaborator server options	Burp Collaboratorサーバオプションを保存する
Save Burp Collaborator server settings	Burp Collaboratorサーバ設定を保存する
Save Burp Extender options	Burp Extenderオプションを保存する
Save Burp's browser options	Burpブラウザオプションを保存する
Save Burp's browser settings	Burpブラウザ設定を保存する
Save Embedded browser options	内蔵ブラウザオプションを保存する
Save HTML rendering options	HTMLレンダリングオプションを保存する
Save HTML rendering settings	HTMLレンダリング設定を保存する
Save HTTP message display options	HTTPメッセージ表示オプションを保存する
Save HTTP message display settings	HTTPメッセージ表示設定を保存する
Save HTTP message search options	HTTPメッセージ検索オプションを保存する
Save HTTP message search settings	HTTPメッセージ検索設定を保存する
Save In:	保存先:
Save Java TLS options settings	Java TLS設定を保存する
Save Java environment options	Java環境オプションを保存する
Save Javadoc files	Javadocファイルを保存
Save Learn tab options	学習タブオプションを保存する
Save Learn tab settings	学習タブ設定を保存する
Save Options	オプション保存
Save Python environment options	Python環境オプションを保存する
Save Ruby environment options	Ruby環境オプションを保存する
Save SOCKS proxy options	SOCKSプロキシオプションを保存する
Save SOCKS proxy settings	SOCKSプロキシ設定を保存する
Save SSL negotiation options	SSLネゴシエーションオプションを保存する
Save SSL negotiation workarounds options	SSL ネゴシエーション回避策オプションを保存する
Save SSL passthrough options	SSLパススルーオプションを保存する
Save TLS negotiation options	TLSネゴシエーションオプションを保存する
Save TLS negotiation settings	TLSネゴシエーション設定を保存する
Save TLS negotiation workarounds options	TLSネゴシエーション回避策オプションを保存する
Save TLS passthrough options	TLSパススルーオプションを保存する
Save Tasks options	タスクオプションを保存する
Save Tasks settings	タスク設定を保存する
Save Update settings	更新設定を保存する
Save active scanning areas options	アクティブスキャン対象オプションを保存する
Save active scanning engine options	アクティブスキャンエンジンオプションを保存する
Save active scanning optimizati onoptions	アクティブスキャン最適化オプションを保存する
Save active scanning optimization options	アクティブスキャン最適化オプションを保存する
Save application login options	アプリケーションログインオプションを保存する
Save attack config	攻撃設定を保存
Save attack insertion points options	攻撃挿入ポイントオプションを保存する
Save attack results options	攻撃結果オプションを保存する
Save attack to project file	攻撃をプロジェクトファイルに保存する
Save automatic project backup options	プロジェクト自動バックアップオプションを保存する
Save automatic project backup settings	プロジェクト自動バックアップ設定を保存する
Save cancelled	保存をキャンセルしました
Save capture filter options	キャプチャフィルタオプションを保存する
Save character set options	文字セットオプションを保存する
Save character set settings	文字セット設定を保存する
Save client SSL certificates options	クライアントSSL証明書オプションを保存する
Save client TLS certificates options	クライアントTLS証明書オプションを保存する
Save client TLS certificates settings	クライアントTLS証明書設定を保存する
Save completed	保存完了
Save configuration to library	設定をライブラリに保存
Save cookie jar options	cookie jar オプションを保存する
Save cookie jar settings	cookie jar設定を保存する
Save copy	コピーを保存
Save copy [not available on 32-bit systems]	コピーを保存 [32ビットシステムでは利用不可]
Save copy of project	プロジェクトのコピーを保存
Save crawler options	クローラオプションを保存する
Save encrypted using master password	マスターパスワードで暗号化して保存
Save encrypted using master password:	マスターパスワードで暗号化して保存:
Save entire history	エントリ履歴を保存
Save extract grep options	抽出grepオプションを保存する
Save form submission options	フォーム送信オプションを保存する
Save header row	ヘッダ行を保存
Save hostname resolution options	ホスト名解決オプションを保存する
Save hostname resolution settings	ホスト名解決設定を保存する
Save hotkey options	ホットキーオプションを保存する
Save hotkey settings	ホットキー設定を保存する
Save http/1 settings	HTTP/1設定を保存する
Save http/2 options	HTTP/2オプションを保存する
Save http/2 settings	HTTP/2設定を保存する
Save in clear text	平文で保存
Save in project file	プロジェクトファイルに保存
Save in-scope items only	スコープ内のアイテムのみ保存
Save intercept WebSockets messages options	WebSocketメッセージのインターセプトオプションを保存する
Save intercept client requests options	クライアントリクエストのインターセプトオプションを保存する
Save intercept server responses options	サーバレスポンスのインターセプトオプションを保存する
Save interface files	インタフェースファイルを保存
Save item	アイテムを保存
Save items	アイテムを保存
Save legacy state file	古いステートファイル保存
Save live active scanning options	ライブアクティブスキャンオプションを保存する
Save live capture options	ライブキャプチャオプションを保存する
Save live passive scanning options	ライブパッシブスキャンオプションを保存する
Save logging options	ログ出力オプションを保存する
Save logging settings	ログ出力設定を保存する
Save macros options	マクロオプションを保存する
Save macros settings	マクロ設定を保存する
Save match and replace options	検索と置換オプションを保存する
Save match grep options	マッチgrep　オプションを保存する
Save message editor request views options	リクエストビューオプションを保存する
Save message editor response views options	レスポンスビューオプションを保存する
Save miscellaneous proxy options	その他プロキシオプションを保存する
Save miscellaneous proxy settings options	その他プロキシ設定オプションを保存する
Save my attack to the project file	プロジェクトファイルに攻撃を保存します
Save options	オプション保存
Save out-of-scope requests options	スコープ外リクエストオプションを保存する
Save out-of-scope requests settings	スコープ外リクエスト設定を保存する
Save passive scanning areas options	パッシブスキャン対象オプションを保存する
Save passive spidering options	パッシブスパイダリングオプションを保存する
Save paySaves grep options	ペイロードgrepオプションを保存する
Save performance feedback options	パフォーマンスフィードバックオプションを保存する
Save performance feedback settings	パフォーマンスフィードバック設定を保存する
Save platform authentication options	プラットフォーム認証オプションを保存する
Save platform authentication settings	プラットフォーム認証設定を保存する
Save position & display options	位置と表示オプションを保存する
Save project options	プロジェクトオプション保存
Save project settings	プロジェクト設定保存
Save proxy history logging options	Proxy履歴ログ出力オプションを保存する
Save proxy history logging settings	Proxy履歴ログ出力設定を保存する
Save proxy interception options	プロキシインターセプトオプションを保存する
Save proxy interception settings	プロキシインターセプト設定を保存する
Save proxy listeners options	Proxyリスナーオプションを保存する
Save redirections options	リダイレクトオプションを保存する
Save redirections settings	リダイレクト設定を保存する
Save report	レポート保存
Save request engine options	リクエストエンジンオプションを保存する
Save request headers options	リクエストヘッダオプションを保存する
Save response modification options	レスポンス変更オプションを保存する
Save rest api options	REST APIオプションを保存する
Save rest api settings	REST API設定を保存する
Save results table	結果テーブルの保存
Save scan issue options	スキャン項目オプションを保存する
Save scheduled tasks options	スケジュールタスクオプションを保存する
Save scheduled tasks settings	スケジュールタスク設定を保存する
Save selected items	選択したアイテムを保存
Save server SSL certificates options	サーバSSL証明書オプションを保存する
Save session handling rules options	セッションハンドリングルールオプションを保存する
Save session handling rules settings	セッションハンドリングルール設定を保存する
Save settings	設定保存
Save spider engine options	Spiderエンジンオプションを保存する
Save spider scope options	Spiderスコープオプションを保存する
Save state	ステート保存
Save state wizard	ステート保存ウィザード
Save static code analysis options	静的コード分析オプションを保存する
Save status 100 responses options	ステータス100レスポンスオプションを保存する
Save status 100 responses settings	ステータス100レスポンス設定を保存する
Save streaming responses options	ストリーミングレスポンスオプションを保存する
Save streaming responses settings	ストリーミングレスポンス設定を保存する
Save successful: (.*)	正常に保存しました: $1
Save target analysis report	対象分析レポートを保存
Save target scope options	ターゲットスコープオプションを保存する
Save temporary files location options	一時ファイル場所オプションを保存する
Save temporary files location settings	一時ファイル場所設定を保存する
Save the display filter options	ディスプレイフィルタオプションを保存
Save timeouts options	タイムアウトオプションを保存する
Save timeouts settings	タイムアウト設定を保存する
Save to file	ファイルに保存する
Save to file:	ファイルに保存する:
Save to library	ライブラリに保存
Save to project file	プロジェクトファイルに保存
Save token analysis options	トークン分析オプションを保存する
Save token handling options	トークンハンドリングオプションを保存する
Save tokens	トークンを保存
Save upstream proxy servers options	上位プロキシサーバオプションを保存する
Save upstream proxy servers settings	上位プロキシサーバ設定を保存する
Save user interface options	ユーザインタフェースオプションを保存する
Save user interface settings	ユーザインタフェース設定を保存する
Save user options	ユーザオプション保存
Save user settings	ユーザ設定保存
Save view filter options	表示フィルタオプションを保存する
Save widget options	ウィジェットオプションを保存する
Saved preferences	保存した設定
Saving Server Responses	サーバレスポンスを保存中
Saving an attack in progress	進行中の攻撃を保存する
Saving project	プロジェクト保存中
Saving project ([0-9]+)% complete	プロジェクト保存中: $1%完了
Saving project...	プロジェクト保存中...
Saving to project file	プロジェクトファイルに保存
Saving: ([0-9]+)% complete	保存中: $1%完了
Scan	スキャン
Scan Configuration	スキャン設定
Scan Issues	スキャン項目
Scan Type	スキャンタイプ
Scan accuracy:	スキャン精度:
Scan again	再スキャン
Scan configuration	スキャン設定
Scan configurations and modes are groups of settings that define how a scan is performed. Scan modes offer preset options designed to let you trade off speed and coverage. Alternatively, you can select one or more custom configurations. Burp Scanner applies any selected configurations in order, enabling you to fine-tune scanning behaviour.	スキャン設定とスキャンモードは、スキャン実行方法の定義の設定群です。スキャンモードは、スピードと網羅性のトレードオフを考慮したプリセット(調整済み)オプションです。あるいは、1つ以上のカスタム設定の選択もできます。Burp Scannerは選択された設定を順番に適用するので、スキャン動作を微調整できます。
Scan defined insertion points	定義された挿入ポイントをスキャン
Scan details	スキャン詳細
Scan everything	すべてスキャンする
Scan from a URL	URLからスキャン
Scan item ([0-9]+) \| ([0-9]+) issues? \| ([0-9]+)% complete \| (.*)	スキャンアイテム$1 | $2件の問題 | $3%完了 | $4
Scan item ([0-9]+) \| ([0-9]+) issues? \| cancelled \| (.*)	スキャンアイテム$1 | $2件の問題 | キャンセル済み | $3
Scan item ([0-9]+) \| ([0-9]+) issues? \| finished \| (.*)	スキャンアイテム$1 | $2件の問題 | 完了済み | $3
Scan item ([0-9]+) \| ([0-9]+) issues? \| waiting \| (.*)	スキャンアイテム$1 | $2件の問題 | 待機中 | $3
Scan next	次にスキャン
Scan queue	スキャンキュー
Scan queue help	スキャンキューヘルプ
Scan speed:	スキャン速度:
Scan type:	スキャンタイプ:
Scan using HTTP & HTTPS	HTTP・HTTPSを使用してスキャン
Scan using my specified protocols	指定したプロトコルを使用してスキャン
Schedule task	タスクをスケジュール
Scheduled Tasks	スケジュールタスク
Scheduled tasks	スケジュールタスク
Scope	スコープ
Scope:	スコープ:
Scrolling view	スクロール表示
Search	検索
Search cancelled	検索がキャンセルされました
Search completed	検索終了
Search completed [dynamic search active]	検索完了 [ダイナミックサーチ有効]
Search options	検索オプション
Search responses for payload strings	ペイロード文字列のレスポンスを探す
Search tabs	タブ検索
Search...	検索...
Searching:(.*)	検索中:$1
See how to use Burp Suite's main features and tools.	Burp Suiteの主な機能とツールの使用方法をご覧ください。
See more	続きを見る
See the documentation for more details on using Burp Clickbandit.	Burp Clickbanditの使用方法に関する詳細はドキュメントを参照してください。
Select	選択
Select BApp File	BAppファイルを選択してください
Select Live Capture Request	ライブキャプチャリクエスト選択
Select WebSocket	WebSocket選択
Select a WebSocket to attach to or create a new one.	結合するWebSocketを選択するか、新規作成してください。
Select a directory	ディレクトリ選択
Select a directory containing custom payload lists	カスタムペイロードリストのあるディレクトリを選択してください
Select a file	ファイルを選択
Select all	すべて選択
Select bits to flip:	反転するビットを選択:
Select by scan type:	スキャンタイプで選択:
Select columns	列を選択
Select configurations to control how the scan is carried out. You can select multiple configurations, and these will be applied in turn to determine the final configuration that is used for the scan. If no configurations are selected, then Burp Scanner's default settings will be used.	スキャンの実行方法を制御する設定を選択してください。複数の設定を選択でき、これらの設定は順番に適用されスキャンに使用される最終的な設定が決定されます。設定が選択されていない場合、Burp Scannerのデフォルト設定が使用されます。
Select decoder	デコーダ選択
Select directory ...	ディレクトリ選択 ...
Select directory for log file	ログファイルのディレクトリを選択
Select existing connection	既存の接続を選択
Select extension	拡張を選択
Select extension...	拡張を選択...
Select file ...	ファイル選択 ...
Select folder	フォルダを選択してください
Select folder ...	フォルダ選択 ...
Select folder to save file	ファイルを保存するフォルダを選択
Select folder...	フォルダを選択...
Select font	フォントを選択してください
Select from library	ライブラリから選択
Select generator ...	ジェネレータ選択 ...
Select how HTTP request messages should appear in the report.	HTTPリクエストメッセージのレポートへの載せ方を選択してください。
Select how HTTP response messages should appear in the report.	HTTPレスポンスメッセージのレポートへの載せ方を選択してください。
Select individual issues:	個別に問題を選択:
Select item ([0-9]+):	選択アイテム$1:
Select license file	ライセンスファイルを選択してください
Select license key file ...	ライセンスキーファイルを選択 ...
Select macro:	マクロを選択:
Select next message received	次に受信するメッセージを自動選択
Select none	選択を解除
Select one or more characters	デコードしたい文字を
Select payload generator	ペイロードジェネレータを選択
Select processor:	拡張選択:
Select project file to import	インポートするプロジェクトファイル選択
Select rule type	ルールタイプの選択
Select the "extract grep" item from which to derive payloads:	ペイロードを取得する"抽出grep"アイテムを選択してください:
Select the certificate file	証明書ファイルを選択
Select the certificate to use. If no certificates are shown, or some details are missing, enter your PIN and click "Refresh". You can double-click on an item to view the full details of the certificate.	使用する証明書を選択してください。証明書が表示されない、または一部の詳細が不足している場合、PINを入力し"リフレッシュ"をクリックしてください。アイテムをダブルクリックすると証明書の詳細が表示できます。
Select the configuration that you would like to load for this project.	このプロジェクトに読み込む設定を選択してください。
Select the detection methods that will be used when checking for (.*)\.	$1のチェックで使用する検出手法を選択してください。
Select the extension-provided payload generator that you want to use. Burp extensions can be loaded using the Extender tool.	ペイロードを生成する拡張から使用したいものを選択してください。Burp拡張は、Extenderで読み込めます。
Select the file containing the CA certificate to import.	インポートするCA証明書を含むファイルを選択してください。
Select the file containing the keystore to import, and the password for the keystore.	インポートするキーストアを含むファイルを選択し、キーストアのパスワードを入力してください。
Select the file containing the private key to import.	インポートする秘密鍵を含むファイルを選択してください。
Select the file containing your PKCS#12 certificate, and enter the password for the certificate.	PKCS#12証明書を含むファイルを選択し、その証明書のパスワードを入力してください。
Select the file from which to read payloads at runtime	実行時にペイロードを読み込むファイルを選択
Select the file where the report will be saved.	レポートを保存するファイルを選択してください。
Select the folder where Burp Infiltrator should be saved:	Burp Infiltratorを保存するフォルダを選択してください:
Select the folder where the download will be saved.	ダウンロードしたファイルを保存するフォルダを選択してください。
Select the folder where the new version of Burp will be saved.	新しいバージョンのBurpを保存するフォルダを選択してください。
Select the input file from which Burp's state will be loaded.	Burpのステートを読み込むファイルを選択してください。
Select the items from the proxy history that you wish to include in the macro, and click "OK". Note that to record a macro now using your browser you will need to ensure that proxy interception is turned off.	マクロに含めたいProxy履歴のアイテムを選択し、"OK"をクリックしてください。今ブラウザを使用してマクロを記録するには、プロキシのインターセプトが無効になっていることを確認する必要があることに注意してください。
Select the items on the basis of which Burp will match individual requests in one site map with requests in the other site map. The default settings will work effectively for most situations.	それぞれのサイトマップの各リクエストをBurpにマッチさせるための項目を選択してください。ほとんどの場合、デフォルト設定で効果的に機能します。
Select the location in the response where the token appears.	レスポンスにトークンが現れる場所を選択してください。
Select the locations where Burp will search for PKCS#11 library files, then click "Search". Subdirectories are automatically searched.	PKCS#11ライブラリファイルを検索する場所を選択し、"検索"をクリックしてください。サブディレクトリは自動的に検索されます。
Select the name of the new project file.	新規プロジェクトファイル名を選択してください。
Select the output file to which Burp's state will be saved.	Burpのステートファイルを保存する出力ファイルを選択してください。
Select the parameters to relocate within the request. Moving parameters can help to evade some filters, but results in many more scan requests.	リクエスト内で再配置するパラメータを選択してください。パラメータを移動すると一部のフィルタを回避できますが、さらに多くのスキャンリクエストが発生します。
Select the project file from which to load this site map.	このサイトマップに読み込むプロジェクトファイルを選択してください。
Select the project file to import.	インポートするプロジェクトファイルを選択してください。
Select the source to use for this site map.	このサイトマップとして使用する入力を選択してください。
Select the state file from which to load this site map.	このサイトマップに読み込むステートファイルを選択してください。
Select the tools that this rule will be applied to.	ルールを適用するツールを選択してください。
Select the tools whose traffic will be inspected to select items that are processed by the live scan.	トラフィックを検査して、ライブスキャンで処理されるアイテムを選択するツールを選択してください。
Select the tools whose traffic will be inspected to select items that are processed by the live task.	トラフィックを検査して、ライブタスクで処理されるアイテムを選択するツールを選択してください。
Select the type of application that you want to instrument:	道具化するアプリケーションのタイプを選択してください: 
Select the type of task you want to run.	実行したいタスクのタイプを選択してください。
Select the types of details to include in the report.	レポートに含める詳細を選択してください。
Select the types of issues to include in the report.	レポートに含める問題を選択してください。
Select this option to persist your attack to the project file.	このオプションを選択するとプロジェクトファイルに攻撃を常に保存します。
Select to use regular expression matching. Deselect to make matches literal.	選択すると正規表現として検索。選択解除すると文字列として検索。
Select whether items to be processed are deduplicated based on their URL and parameter names. Use this option to avoid processing the same item more than once.	URLとパラメータ名に基づいて、処理されるアイテムの重複を排除するかどうか選択してください。このオプションを使用すると、同じアイテムを複数回処理しなくなります。
Select whether items to be processed are deduplicated based on their URL and parameter names. Use this option to avoid scanning the same item more than once.	URLとパラメータ名に基づいて、処理されるアイテムの重複を排除するかどうか選択してください。このオプションを使用すると、同じアイテムを複数回スキャンしなくなります。
Selected	選択済み
Selected character	選択された文字
Selected file is a Burp state file	選択されたファイルはBurpのステートファイルです
Selected generator:	選択されたジェネレータ:
Selected rows	選択した行
Selected text	選択されたテキスト
Selection	選択
Selection \(([0-9]+)\)	選択 ($1)
Send	送信
Send (current tab)	送信(現在のタブ)
Send WebSocket Message	WebSocketメッセージ送信
Send group (separate connections)	グループ送信(個別接続)
Send group (single connection)	グループ送信(単一接続)
Send group in sequence (separate connections)	グループを順番に送信(個別接続)
Send group in sequence (single connection)	グループを順番に送信(単一接続)
Send requests here from other tools to configure a live capture. Select the request to use, configure the other options below, then click "Start live capture".	他のツールからライブキャプチャの設定にリクエストを送ります。使用するリクエストを選択し、その他のオプションを設定し、"ライブキャプチャ開始"をクリックしてください。
Send to (Comparer|Decoder|Intruder|Repeater|Sequencer|Spider)	$1に送信
Send to Comparer (request)	Comparerに送信(リクエスト)
Send to Comparer (requests)	Comparerに送信(リクエスト)
Send to Comparer (response)	Comparerに送信(レスポンス)
Send to Comparer (responses)	Comparerに送信(レスポンス)
Sensitive	大文字小文字を区別
Separator for position ([0-9]+)	ポジション$1の区切り文字
September	9月
Sequential	連番
Serialized object in HTTP message(\s+\[[0-9]+\])?	HTTPメッセージ内のシリアライズされたオブジェクト$1
Server SSL Certificates	サーバSSL証明書
Server TLS Certificates	サーバTLS証明書
Server TLS certificates	サーバTLS証明書
Server location:	サーバの場所:
Server responses	サーバレスポンス
Server-level issues	サーバレベルの問題
Server-side JavaScript code injection(\s+\[[0-9]+\])?	サーバ側JavaScriptコードインジェクション$1
Server-side code injection	サーバ側コードインジェクション
Server-side template breakout	サーバ側テンプレート操作
Server-side template injection (requires reflected XSS)	サーバ側テンプレートインジェクション(反射型XSSが必要)
Server-side template injection(\s+\[[0-9]+\])?	サーバ側テンプレートインジェクション$1
Server-side variable names	サーバ側変数名
Service URL:	サービスURL:
Service running	サービス起動中
Session Handling Rules	セッションハンドリングルール
Session handling	セッションハンドリング
Session handling action editor - (.*)	セッションハンドリングアクションエディタ - $1
Session handling rule editor	セッションハンドリングルールエディタ
Session handling rules	セッションハンドリングルール
Session handling tracer	セッションハンドリングトレーサ
Session handling tracer [paused]	セッションハンドリングトレーサ [停止]
Session handling tracer help	セッションハンドリングトレーサヘルプ
Session is not running	セッション停止中
Session is running	セッション実行中
Session token in URL(\s+\[[0-9]+\])?	URL内のセッショントークン$1
Sessions	セッション
Set "Connection close" on incoming requests	受信リクエストに"Connection close"をセットする
Set "Connection close" on incoming requests when using HTTP/1	HTTP/1の受信リクエストに"Connection close"をセットする
Set "Connection" header on incoming requests when using HTTP/1	HTTP/1の受信リクエストに"Connection"ヘッダをセットする
Set Connection header	Connectionヘッダをセットする
Set Connection: close	Connection: を close にセットする
Set a specific cookie or parameter value	指定したcookieやパラメータ値をセットする
Set a specific header value	指定したヘッダ値をセットする
Set confidence	確度を設定
Set response header "Connection: close"	レスポンスヘッダに"Connection: close"をセットする
Set severity	危険度を設定
Set the details by pasting a URL	URLを貼り付けて詳細をセット
Set unmatched fields to:	一致しないフィールドにセットする値:
Settings	設定
Settings and history	設定と履歴
Severity	危険度
Short words	短い単語
Shortest:	最短:
Show Hidden Tabs	非表示のタブを表示
Show all	すべて表示
Show all differences between the two responses	2レスポンスのすべての差分を表示
Show details	詳細を表示
Show full documentation	完全なドキュメントを表示
Show full help	すべてのヘルプを表示
Show in UI	UI内に表示する
Show issue definition	問題定義を表示
Show new history window	新規履歴ウィンドウを表示
Show new site map window	新たなウィンドウでサイトマップを表示
Show non-printable chars	印字不可能文字を表示
Show only commented items	コメントしたアイテムのみ表示
Show only highlighted items	色付けしたアイテムのみ表示
Show only in-scope items	スコープ内のアイテムのみ表示
Show only in-scope items (Suite scope)	スコープ内のアイテムのみ表示(全体スコープ)
